央视频道,#genre#
CCTV-17 农业农村,http://123.113.44.64:3527/rtp/239.3.1.151:8144

CCTV-1 综合,http://119.32.12.32:2901/udp/224.1.100.90:11111
CCTV-2 财经,http://119.32.12.32:2901/udp/224.1.100.94:11111
CCTV-3 综艺,http://119.32.12.32:2901/udp/224.1.100.64:11111
CCTV-4 中文国际,http://119.32.12.32:2901/udp/224.1.100.104:11111
CCTV-5 体育,http://119.32.12.32:2901/udp/224.1.100.82:11111
CCTV-5+ 体育赛事,http://119.32.12.32:2901/udp/224.1.100.25:11111
CCTV-6 电影,http://119.32.12.32:2901/udp/224.1.100.84:11111
CCTV-7 国防军事,http://119.32.12.32:2901/udp/224.1.100.27:11111
CCTV-8 电视剧,http://119.32.12.32:2901/udp/224.1.100.86:11111
CCTV-9 纪录,http://119.32.12.32:2901/udp/224.1.100.29:11111
CCTV-10 科教,http://119.32.12.32:2901/udp/224.1.100.76:11111
CCTV-11 戏曲,http://119.32.12.32:2901/udp/224.1.100.44:11111
CCTV-12 社会与法,http://119.32.12.32:2901/udp/224.1.100.78:11111
CCTV-13 新闻,http://119.32.12.32:2901/udp/224.1.100.69:11111
CCTV-14 少儿,http://119.32.12.32:2901/udp/224.1.100.80:11111
CCTV-15 音乐,http://119.32.12.32:2901/udp/224.1.100.42:11111

CCTV-1 综合,http://171.118.6.181:8002/rtp/226.0.2.153:9136
CCTV-2 财经,http://171.118.6.181:8002/rtp/226.0.2.154:9144
CCTV-3 综艺,http://171.118.6.181:8002/rtp/226.0.2.208:9576
CCTV-4 中文国际,http://171.118.6.181:8002/rtp/226.0.2.156:9160
CCTV-5 体育,http://171.118.6.181:8002/rtp/226.0.2.209:9584
CCTV-5+ 体育赛事,http://171.118.6.181:8002/rtp/226.0.2.168:9256
CCTV-6 电影,http://171.118.6.181:8002/rtp/226.0.2.210:9592
CCTV-7 国防军事,http://171.118.6.181:8002/rtp/226.0.2.159:9184
CCTV-8 电视剧,http://171.118.6.181:8002/rtp/226.0.2.211:9600
CCTV-9 纪录,http://171.118.6.181:8002/rtp/226.0.2.161:9200
CCTV-10 科教,http://171.118.6.181:8002/rtp/226.0.2.162:9208
CCTV-12 社会与法,http://171.118.6.181:8002/rtp/226.0.2.164:9224
CCTV-13 新闻,http://171.118.6.181:8002/rtp/226.0.2.165:9232
CCTV-14 少儿,http://171.118.6.181:8002/rtp/226.0.2.166:9240
CCTV-16 奥林匹克,http://171.118.6.181:8002/rtp/226.0.2.169:9264
CCTV-17 农业农村,http://171.118.6.181:8002/rtp/226.0.2.170:9272

CCTV-1 综合,http://61.173.53.36:4022/udp/239.45.3.145:5140
CCTV-2 财经,http://61.173.53.36:4022/udp/239.45.1.109:5140
CCTV-3 综艺,http://61.173.53.36:4022/udp/239.45.1.68:5140
CCTV-4 中文国际,http://61.173.53.36:4022/udp/239.45.0.2:5140
CCTV-5 体育,http://61.173.53.36:4022/udp/239.45.1.69:5140
CCTV-6 电影,http://61.173.53.36:4022/udp/239.45.1.70:5140
CCTV-7 国防军事,http://61.173.53.36:4022/udp/239.45.3.56:5140
CCTV-8 电视剧,http://61.173.53.36:4022/udp/239.45.1.71:5140
CCTV-9 纪录,http://61.173.53.36:4022/udp/239.45.3.4:5140
CCTV-10 科教,http://61.173.53.36:4022/udp/239.45.3.8:5140
CCTV-11 戏曲,http://61.173.53.36:4022/udp/239.45.1.196:5140
CCTV-12 社会与法,http://61.173.53.36:4022/udp/239.45.3.10:5140
CCTV-13 新闻,http://61.173.53.36:4022/udp/239.45.1.198:5140
CCTV-14 少儿,http://61.173.53.36:4022/udp/239.45.3.23:5140
CCTV-15 音乐,http://61.173.53.36:4022/udp/239.45.1.200:5140
CCTV-17 农业农村,http://61.173.53.36:4022/udp/239.45.3.52:5140

CCTV-1 综合,http://www.douzhicloud.site:35455/gaoma/cctv1.m3u8
CCTV-2 财经,http://www.douzhicloud.site:35455/gaoma/cctv2.m3u8
CCTV-3 综艺,http://www.douzhicloud.site:35455/gaoma/cctv3.m3u8
CCTV-4 中文国际,http://www.douzhicloud.site:35455/gaoma/cctv4.m3u8
CCTV-5 体育,http://www.douzhicloud.site:35455/gaoma/cctv5.m3u8
CCTV-5+ 体育赛事,http://www.douzhicloud.site:35455/gaoma/cctv5p.m3u8
CCTV-6 电影,http://www.douzhicloud.site:35455/gaoma/cctv6.m3u8
CCTV-7 国防军事,http://www.douzhicloud.site:35455/gaoma/cctv7.m3u8
CCTV-8 电视剧,http://www.douzhicloud.site:35455/gaoma/cctv8.m3u8
CCTV-9 纪录,http://www.douzhicloud.site:35455/gaoma/cctv9.m3u8
CCTV-10 科教,http://www.douzhicloud.site:35455/gaoma/cctv10.m3u8
CCTV-11 戏曲,http://www.douzhicloud.site:35455/gaoma/cctv11.m3u8
CCTV-12 社会与法,http://www.douzhicloud.site:35455/gaoma/cctv12.m3u8
CCTV-13 新闻,http://www.douzhicloud.site:35455/gaoma/cctv13.m3u8
CCTV-14 少儿,http://www.douzhicloud.site:35455/gaoma/cctv14.m3u8
CCTV-15 音乐,http://www.douzhicloud.site:35455/gaoma/cctv15.m3u8
CCTV-16 奥林匹克,http://www.douzhicloud.site:35455/gaoma/cctv16.m3u8
CCTV-17 农业农村,http://www.douzhicloud.site:35455/gaoma/cctv17.m3u8

卫视频道,#genre#
辽宁卫视,http://58.254.14.99:808/hls/29/index.m3u8
北京卫视,http://58.254.14.99:808/hls/22/index.m3u8
东方卫视,http://58.254.14.99:808/hls/50/index.m3u8
湖南卫视,http://58.254.14.99:808/hls/16/index.m3u8
江苏卫视,http://58.254.14.99:808/hls/17/index.m3u8
浙江卫视,http://58.254.14.99:808/hls/18/index.m3u8
安徽卫视,http://58.254.14.99:808/hls/23/index.m3u8
天津卫视,http://58.254.14.99:808/hls/26/index.m3u8
黑龙江卫视,http://58.254.14.99:808/hls/24/index.m3u8
吉林卫视,http://58.254.14.99:808/hls/43/index.m3u8
深圳卫视,http://58.254.14.99:808/hls/511/index.m3u8
广东卫视,http://58.254.14.99:808/hls/21/index.m3u8
广西卫视,http://58.254.14.99:808/hls/506/index.m3u8
东南卫视,http://58.254.14.99:808/hls/38/index.m3u8
河北卫视,http://58.254.14.99:808/hls/37/index.m3u8
河南卫视,http://58.254.14.99:808/hls/35/index.m3u8
山东卫视,http://58.254.14.99:808/hls/27/index.m3u8
湖北卫视,http://58.254.14.99:808/hls/25/index.m3u8
江西卫视,http://58.254.14.99:808/hls/34/index.m3u8
四川卫视,http://58.254.14.99:808/hls/30/index.m3u8
重庆卫视,http://58.254.14.99:808/hls/31/index.m3u8
贵州卫视,http://58.254.14.99:808/hls/28/index.m3u8
云南卫视,http://58.254.14.99:808/hls/36/index.m3u8
甘肃卫视,http://58.254.14.99:808/hls/49/index.m3u8
青海卫视,http://58.254.14.99:808/hls/508/index.m3u8
海南卫视,http://58.254.14.99:808/hls/45/index.m3u8
山西卫视,http://58.254.14.99:808/hls/42/index.m3u8
新疆卫视,http://58.254.14.99:808/hls/48/index.m3u8
西藏卫视,http://58.254.14.99:808/hls/47/index.m3u8

辽宁卫视,http://123.113.44.64:3527/rtp/239.3.1.210:8056
北京卫视,http://123.113.44.64:3527/rtp/239.3.1.241:8000
东方卫视,http://123.113.44.64:3527/rtp/239.3.1.136:8032
湖南卫视,http://123.113.44.64:3527/rtp/239.3.1.132:8012
江苏卫视,http://123.113.44.64:3527/rtp/239.3.1.135:8028
浙江卫视,http://123.113.44.64:3527/rtp/239.3.1.137:8036
安徽卫视,http://123.113.44.64:3527/rtp/239.3.1.211:8064
天津卫视,http://123.113.44.64:3527/rtp/239.3.1.141:1234
黑龙江卫视,http://123.113.44.64:3527/rtp/239.3.1.133:8016
吉林卫视,http://123.113.44.64:3527/rtp/239.3.1.240:8172
深圳卫视,http://123.113.44.64:3527/rtp/239.3.1.134:8020
广东卫视,http://123.113.44.64:3527/rtp/239.3.1.142:8048
东南卫视,http://123.113.44.64:3527/rtp/239.3.1.156:8148
河北卫视,http://123.113.44.64:3527/rtp/239.3.1.148:8072
山东卫视,http://123.113.44.64:3527/rtp/239.3.1.209:8052
湖北卫视,http://123.113.44.64:3527/rtp/239.3.1.138:8044
江西卫视,http://123.113.44.64:3527/rtp/239.3.1.123:8164
重庆卫视,http://123.113.44.64:3527/rtp/239.3.1.122:8160
贵州卫视,http://123.113.44.64:3527/rtp/239.3.1.149:8076

辽宁卫视,http://119.32.12.32:2901/udp/224.1.100.92:11111
北京卫视,http://119.32.12.32:2901/udp/224.1.100.100:11111
东方卫视,http://119.32.12.32:2901/udp/224.1.100.48:11111
湖南卫视,http://119.32.12.32:2901/udp/224.1.100.98:11111
江苏卫视,http://119.32.12.32:2901/udp/224.1.100.46:11111
浙江卫视,http://119.32.12.32:2901/udp/224.1.100.52:11111
安徽卫视,http://119.32.12.32:2901/udp/224.1.100.66:11111
天津卫视,http://119.32.12.32:2901/udp/224.1.100.62:11111
吉林卫视,http://119.32.12.32:2901/udp/224.1.100.60:11111
深圳卫视,http://119.32.12.32:2901/udp/224.1.100.40:11111
广东卫视,http://119.32.12.32:2901/udp/224.1.100.96:11111
广西卫视,http://119.32.12.32:2901/udp/224.1.100.110:11111
东南卫视,http://119.32.12.32:2901/udp/224.1.100.56:11111
河北卫视,http://119.32.12.32:2901/udp/224.1.100.19:11111
河南卫视,http://119.32.12.32:2901/udp/224.1.100.74:11111
山东卫视,http://119.32.12.32:2901/udp/224.1.100.50:11111
湖北卫视,http://119.32.12.32:2901/udp/224.1.100.68:11111
江西卫视,http://119.32.12.32:2901/udp/224.1.100.54:11111
四川卫视,http://119.32.12.32:2901/udp/224.1.100.72:11111
重庆卫视,http://119.32.12.32:2901/udp/224.1.100.102:11111
贵州卫视,http://119.32.12.32:2901/udp/224.1.100.58:11111
云南卫视,http://119.32.12.32:2901/udp/224.1.100.21:11111
甘肃卫视,http://119.32.12.32:2901/udp/224.1.100.10:11111
海南卫视,http://119.32.12.32:2901/udp/224.1.100.15:11111
宁夏卫视,http://119.32.12.32:2901/udp/224.1.100.8:11111
新疆卫视,http://119.32.12.32:2901/udp/224.1.100.14:11111

辽宁卫视,http://171.118.6.181:8002/rtp/226.0.2.173:9296
北京卫视,http://171.118.6.181:8002/rtp/226.0.2.177:9328
东方卫视,http://171.118.6.181:8002/rtp/226.0.2.175:9312
湖南卫视,http://171.118.6.181:8002/rtp/226.0.2.143:9056
江苏卫视,http://171.118.6.181:8002/rtp/226.0.2.176:9320
浙江卫视,http://171.118.6.181:8002/rtp/226.0.2.144:9064
安徽卫视,http://171.118.6.181:8002/rtp/226.0.2.145:9072
天津卫视,http://171.118.6.181:8002/rtp/226.0.2.148:9096
黑龙江卫视,http://171.118.6.181:8002/rtp/226.0.2.151:9120
吉林卫视,http://171.118.6.181:8002/rtp/226.0.2.58:8376
深圳卫视,http://171.118.6.181:8002/rtp/226.0.2.147:9088
广东卫视,http://171.118.6.181:8002/rtp/226.0.2.146:9080
广西卫视,http://171.118.6.181:8002/rtp/226.0.2.231:9760
东南卫视,http://171.118.6.181:8002/rtp/226.0.2.188:9416
河北卫视,http://171.118.6.181:8002/rtp/226.0.2.178:9336
河南卫视,http://171.118.6.181:8002/rtp/226.0.2.52:8328
山东卫视,http://171.118.6.181:8002/rtp/226.0.2.149:9104
湖北卫视,http://171.118.6.181:8002/rtp/226.0.2.150:9112
江西卫视,http://171.118.6.181:8002/rtp/226.0.2.54:8344
四川卫视,http://171.118.6.181:8002/rtp/226.0.2.179:9344
重庆卫视,http://171.118.6.181:8002/rtp/226.0.2.174:9304
贵州卫视,http://171.118.6.181:8002/rtp/226.0.2.180:9352
陕西卫视,http://171.118.6.181:8002/rtp/226.0.2.53:8336
海南卫视,http://171.118.6.181:8002/rtp/226.0.2.212:9608
山西卫视,http://171.118.6.181:8002/rtp/226.0.2.152:9128

辽宁卫视,http://61.173.53.36:4022/udp/239.45.1.123:5140
北京卫视,http://61.173.53.36:4022/udp/239.45.3.229:5140
东方卫视,http://61.173.53.36:4022/udp/239.45.3.146:5140
湖南卫视,http://61.173.53.36:4022/udp/239.45.3.228:5140
江苏卫视,http://61.173.53.36:4022/udp/239.45.3.177:5140
浙江卫视,http://61.173.53.36:4022/udp/239.45.3.178:5140
安徽卫视,http://61.173.53.36:4022/udp/239.45.1.120:5140
天津卫视,http://61.173.53.36:4022/udp/239.45.1.124:5140
黑龙江卫视,http://61.173.53.36:4022/udp/239.45.3.232:5140
吉林卫视,http://61.173.53.36:4022/udp/239.45.0.6:5140
深圳卫视,http://61.173.53.36:4022/udp/239.45.3.231:5140
广东卫视,http://61.173.53.36:4022/udp/239.45.3.230:5140
广西卫视,http://61.173.53.36:4022/udp/239.45.0.5:5140
东南卫视,http://61.173.53.36:4022/udp/239.45.1.121:5140
河北卫视,http://61.173.53.36:4022/udp/239.45.1.44:5140
河南卫视,http://61.173.53.36:4022/udp/239.45.0.3:5140
山东卫视,http://61.173.53.36:4022/udp/239.45.3.238:5140
湖北卫视,http://61.173.53.36:4022/udp/239.45.3.239:5140
江西卫视,http://61.173.53.36:4022/udp/239.45.1.122:5140
四川卫视,http://61.173.53.36:4022/udp/239.45.1.83:5140
重庆卫视,http://61.173.53.36:4022/udp/239.45.1.84:5140
贵州卫视,http://61.173.53.36:4022/udp/239.45.1.80:5140
云南卫视,http://61.173.53.36:4022/udp/239.45.0.4:5140
陕西卫视,http://61.173.53.36:4022/udp/239.45.1.232:5140
甘肃卫视,http://61.173.53.36:4022/udp/239.45.1.234:5140
青海卫视,http://61.173.53.36:4022/udp/239.45.1.230:5140
海南卫视,http://61.173.53.36:4022/udp/239.45.1.81:5140
山西卫视,http://61.173.53.36:4022/udp/239.45.1.229:5140
宁夏卫视,http://61.173.53.36:4022/udp/239.45.1.213:5140
新疆卫视,http://61.173.53.36:4022/udp/239.45.1.116:5140
西藏卫视,http://61.173.53.36:4022/udp/239.45.1.231:5140
三沙卫视,http://61.173.53.36:4022/udp/239.45.1.82:5140

浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
内蒙古卫视,https://livestream-bt.nmtv.cn/nmtv/2314general.m3u8?txSecret=35f2dd39972cede5222c6bd2c0efe24b&txTime=77395680
兵团卫视,https://liveout.btzx.com.cn/62ds9e/yil08g.m3u8
厦门卫视,https://live1b.kxm.xmtv.cn/xmtvbf/tvzb/live.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8?zjild

影视频道,#genre#
CCTV-6 电影,http://119.32.12.32:2901/udp/224.1.100.84:11111
CCTV-8 电视剧,http://119.32.12.32:2901/udp/224.1.100.86:11111
CHC动作电影,http://119.32.12.32:2901/udp/224.1.100.131:11111

CHC动作电影,http://58.19.38.162:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
CHC家庭影院,http://58.19.38.162:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
CHC影迷电影,http://58.19.38.162:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0

CCTV-6 电影,http://171.118.6.181:8002/rtp/226.0.2.210:9592
CCTV-8 电视剧,http://171.118.6.181:8002/rtp/226.0.2.211:9600
CHC动作电影,http://171.118.6.181:8002/rtp/226.0.2.94:8012
CHC家庭影院,http://171.118.6.181:8002/rtp/226.0.2.240:9820
CHC影迷电影,http://171.118.6.181:8002/rtp/226.0.2.93:8004
风云剧场,http://171.118.6.181:8002/rtp/226.0.2.227:9728
第一剧场,http://171.118.6.181:8002/rtp/226.0.2.221:9680
怀旧剧场,http://171.118.6.181:8002/rtp/226.0.2.224:9704

CCTV-6 电影,http://61.173.53.36:4022/udp/239.45.1.70:5140
CCTV-8 电视剧,http://61.173.53.36:4022/udp/239.45.1.71:5140
欢笑剧场,http://61.173.53.36:4022/udp/239.45.1.4:5140

体育频道,#genre#
CCTV-5 体育,http://58.254.14.99:808/hls/5/index.m3u8
CCTV-5+ 体育赛事,http://58.254.14.99:808/hls/99/index.m3u8
广东体育,http://58.254.14.99:808/hls/60/index.m3u8

CCTV-5 体育,http://119.32.12.32:2901/udp/224.1.100.82:11111
CCTV-5+ 体育赛事,http://119.32.12.32:2901/udp/224.1.100.25:11111
广东体育,http://119.32.12.32:2901/udp/224.1.100.34:11111

CCTV-5 体育,http://123.113.44.64:3527/rtp/239.3.1.173:8001
CCTV-5+ 体育赛事,http://123.113.44.64:3527/rtp/239.3.1.130:8004
CCTV-16 奥林匹克,http://123.113.44.64:3527/rtp/239.3.1.184:8001
咪咕晴彩竞技,http://123.113.44.64:3527/rtp/239.3.1.125:8001
咪咕晴彩篮球,http://123.113.44.64:3527/rtp/239.3.1.126:8001
咪咕晴彩青少,http://123.113.44.64:3527/rtp/239.3.1.127:8001
咪咕晴彩广场舞,http://123.113.44.64:3527/rtp/239.3.1.128:8001

CCTV-5 体育,http://171.118.6.181:8002/rtp/226.0.2.209:9584
CCTV-5+ 体育赛事,http://171.118.6.181:8002/rtp/226.0.2.168:9256
CCTV-16 奥林匹克,http://171.118.6.181:8002/rtp/226.0.2.169:9264
风云足球,http://171.118.6.181:8002/rtp/226.0.2.225:9712
央视台球,http://171.118.6.181:8002/rtp/226.0.2.216:9640
高尔夫网球,http://171.118.6.181:8002/rtp/226.0.2.217:9648
湖南快乐垂钓,http://171.118.6.181:8002/rtp/226.0.2.214:9624

CCTV-5 体育,http://61.173.53.36:4022/udp/239.45.1.69:5140
上海五星体育,http://61.173.53.36:4022/udp/239.45.3.210:5140

风云足球,http://58.19.38.162:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0

儿童青少,#genre#
CCTV-14 少儿,http://119.32.12.32:2901/udp/224.1.100.80:11111
北京卡酷少儿,http://119.32.12.32:2901/udp/224.1.100.112:11111
湖南金鹰卡通,http://119.32.12.32:2901/udp/224.1.100.113:11111
江苏优漫卡通,http://119.32.12.32:2901/udp/224.1.100.119:11111
CETV1,http://119.32.12.32:2901/udp/224.1.100.107:11111
CETV4,http://119.32.12.32:2901/udp/224.1.100.109:11111

CCTV-14 少儿,http://119.32.12.32:2901/udp/224.1.100.80:11111
北京卡酷少儿,http://123.113.44.64:3527/rtp/239.3.1.189:8000
CETV1,http://123.113.44.64:3527/rtp/239.3.1.57:8152
CETV2,http://123.113.44.64:3527/rtp/239.3.1.54:4120
CETV3,http://123.113.44.64:3527/rtp/239.3.1.55:4120
CETV4,http://123.113.44.64:3527/rtp/239.3.1.56:4120

CCTV-14 少儿,http://61.173.53.36:4022/udp/239.45.3.23:5140
北京卡酷少儿,http://61.173.53.36:4022/udp/239.45.0.8:5140
上海哈哈炫动,http://61.173.53.36:4022/udp/239.45.1.55:5140
动漫秀场,http://61.173.53.36:4022/udp/239.45.3.134:5140
CETV1,http://61.173.53.36:4022/udp/239.45.1.125:5140
CETV2,http://61.173.53.36:4022/udp/239.45.1.52:5140
CETV4,http://61.173.53.36:4022/udp/239.45.1.50:5140

CCTV-14 少儿,http://171.118.6.181:8002/rtp/226.0.2.166:9240
北京卡酷少儿,http://171.118.6.181:8002/rtp/226.0.2.57:8368
上海哈哈炫动,http://171.118.6.181:8002/rtp/226.0.2.44:8264
湖南金鹰卡通,http://171.118.6.181:8002/rtp/226.0.2.172:9288
CETV1,http://171.118.6.181:8002/rtp/226.0.2.181:9360
CETV2,http://171.118.6.181:8002/rtp/226.0.2.69:8464
CETV4,http://171.118.6.181:8002/rtp/226.0.2.70:8472


国际频道,#genre#
CGTN英语,http://123.113.44.64:3527/rtp/239.3.1.215:4220
CGTN纪录,http://123.113.44.64:3527/rtp/239.3.1.216:4220
CGTN法语,http://123.113.44.64:3527/rtp/239.3.1.218:4220
CGTN西班牙语,http://123.113.44.64:3527/rtp/239.3.1.217:4220
CGTN俄语,http://123.113.44.64:3527/rtp/239.3.1.220:4220
CGTN阿拉伯语,http://123.113.44.64:3527/rtp/239.3.1.219:4220

CGTN英语,https://english-livebkali.cgtn.com/live/encgtn.m3u8
CGTN英语,http://117.144.58.42:35455/gaoma/cgtnen.m3u8
CGTN英语,https://pi.0472.org/chc/dz.m3u8
CGTN英语,https://0472.org/hls/cgtn.m3u8
CGTN纪录,https://english-livebkali.cgtn.com/live/doccgtn.m3u8
CGTN纪录,http://117.144.58.42:35455/gaoma/cgtndoc.m3u8
CGTN纪录,https://0472.org/hls/cgtnd.m3u8
CGTN法语,http://117.144.58.42:35455/gaoma/cgtnfr.m3u8
CGTN法语,https://0472.org/hls/cgtnf.m3u8
CGTN西班牙语,http://117.144.58.42:35455/gaoma/cgtnsp.m3u8
CGTN西班牙语,https://0472.org/hls/cgtnx.m3u8
CGTN俄语,http://117.144.58.42:35455/gaoma/cgtnru.m3u8
CGTN俄语,https://0472.org/hls/cgtne.m3u8
CGTN阿拉伯语,http://117.144.58.42:35455/gaoma/cgtnab.m3u8
CGTN阿拉伯语,https://0472.org/hls/cgtna.m3u8

其他精选频道,#genre#

风云音乐,http://171.118.6.181:8002/rtp/226.0.2.220:9672
女性时尚,http://171.118.6.181:8002/rtp/226.0.2.226:9720
兵器科技,http://171.118.6.181:8002/rtp/226.0.2.223:9696
世界地理,http://171.118.6.181:8002/rtp/226.0.2.222:9688
文化精品,http://171.118.6.181:8002/rtp/226.0.2.219:9664
电视指南,http://171.118.6.181:8002/rtp/226.0.2.218:9656
东方财经,http://171.118.6.181:8002/rtp/226.0.2.76:8520
湖南金鹰纪实,http://171.118.6.181:8002/rtp/226.0.2.194:9464
湖南茶频道,http://171.118.6.181:8002/rtp/226.0.2.213:9616

北京纪实科教,http://119.32.12.32:2901/udp/224.1.100.31:11111
湖南茶频道,http://119.32.12.32:2901/udp/224.1.100.117:11111

纪实人文,http://123.113.44.64:3527/rtp/239.3.1.212:8060
北京纪实科教,http://123.113.44.64:3527/rtp/239.3.1.115:8000
湖南金鹰纪实,http://123.113.44.64:3527/rtp/239.3.1.58:8156
湖南茶频道,http://123.113.44.64:3527/rtp/239.3.1.165:8001

纪实人文,http://61.173.53.36:4022/udp/239.45.3.212:5140
东方财经,http://61.173.53.36:4022/udp/239.45.1.119:5140
上海第一财经,http://61.173.53.36:4022/udp/239.45.3.211:5140
湖南金鹰纪实,http://61.173.53.36:4022/udp/239.45.1.45:5140
